,Landmark,Latitude,Longitude,categories,id,location.cc,location.city,location.country,location.distance,location.formattedAddress,location.lat,location.lng,location.state,name
5,Chamber of Commerce Building,43.8360236,-73.7622033,Café,4bca0854cc8cd13a65c0bccf,US,schrron lake,United States,32,"['1072 Main St (at East Ave)', 'schrron lake, NY 12870', 'United States']",43.83584446898807,-73.7618807641941,NY,higher grounds
6,Chamber of Commerce Building,43.8360236,-73.7622033,Spa,54bc2877498ee20b9c583af4,US,,United States,12,"['New York', 'United States']",43.835986,-73.762058,New York,Schroon Lake Massage and Wellness Center
7,Chamber of Commerce Building,43.8360236,-73.7622033,Bar,4c2ec9f33896e21e75fbe290,US,Schroon Lake,United States,29,"['1071 U.S. 9', 'Schroon Lake, NY 12870', 'United States']",43.83581744,-73.7619727,NY,Timberwolf
8,Chamber of Commerce Building,43.8360236,-73.7622033,Bakery,590f73474f0e587e87a52216,US,Schroon Lake,United States,16,"['1079 US Rt. 9', 'Schroon Lake, NY 12870', 'United States']",43.836155,-73.76229,NY,North Woods Bread Co.
9,Chamber of Commerce Building,43.8360236,-73.7622033,American Restaurant,4c2e1b4ee760c9b67dfb4549,US,Schroon Lake,United States,54,"['Schroon Lake, NY 12870', 'United States']",43.83644944406955,-73.76185807025198,NY,Pitkin's Restaurant
10,Chamber of Commerce Building,43.8360236,-73.7622033,Non-Profit,5224d23d11d2cd49c9e232a6,US,Schroon Lake,United States,4,"['1075 US Route 9', 'Schroon Lake, NY 12870', 'United States']",43.83605531483305,-73.76223807732416,NY,Schroon Lake Chamber of Commerce
11,Chamber of Commerce Building,43.8360236,-73.7622033,Gourmet Shop,500ad720e4b0e9540456e1c9,US,Schroon Lake,United States,66,"['Schroon Lake, NY 12870', 'United States']",43.83545183579506,-73.7619494390847,NY,Joanies Goodies
12,Chamber of Commerce Building,43.8360236,-73.7622033,Coffee Shop,5b6f2fff2b274a003773b004,US,Schroon Lake,United States,55,"['Schroon Lake, NY 12870', 'United States']",43.835596,-73.761841,NY,9 Mile Coffee
13,Chamber of Commerce Building,43.8360236,-73.7622033,Beach,51e72cb1498ead24a46fc796,US,Schroon Lake,United States,122,"['Schroon Lake, NY', 'United States']",43.83553767523561,-73.76083815958285,NY,Schroon Lake Beach
14,Chamber of Commerce Building,43.8360236,-73.7622033,,4c66e5149cb82d7f7ff791d2,US,Schroon Lake,United States,94,"['1089 Main St', 'Schroon Lake, NY 12870', 'United States']",43.83681835,-73.76180667,NY,The Town Store
15,Chamber of Commerce Building,43.8360236,-73.7622033,Harbor / Marina,5983985f75a6ea2b65266a60,US,Town of Schroon,United States,236,"['Town of Schroon, NY 12870', 'United States']",43.834481,-73.760175,NY,Town Of Schroon Lake Boat Launch
16,Chamber of Commerce Building,43.8360236,-73.7622033,Indie Movie Theater,4c69edea8e7c0f47ab13e10f,US,Schroon Lake,United States,166,"['1102 Main St.', 'Schroon Lake, NY 12870', 'United States']",43.83746279644189,-73.76162325337185,NY,Strand Theater
17,Chamber of Commerce Building,43.8360236,-73.7622033,Diner,4e3becef8877b00cfc31d62e,US,,United States,97,"['New York', 'United States']",43.83681258,-73.76166581,New York,Shirley's Diner
18,Chamber of Commerce Building,43.8360236,-73.7622033,Bookstore,4deffcce52b1faff632208ae,US,,United States,112,"['New York', 'United States']",43.835365,-73.763273,New York,Word of Life Inn Bookstore
19,Chamber of Commerce Building,43.8360236,-73.7622033,Bank,4d35d6198c42a1cd6257075e,US,Schroon Lake,United States,190,"['1080 Main Street', 'Schroon Lake, NY 12870', 'United States']",43.83773,-73.76229,NY,Glens Falls National Bank
20,Chamber of Commerce Building,43.8360236,-73.7622033,Beach,4e2c3b9eae605c533a3fbc5a,US,Schroon Lake,United States,170,"['Skylark Lane', 'Schroon Lake, NY 12870', 'United States']",43.834810342032014,-73.76090871947522,NY,Skylark Beach
21,Chamber of Commerce Building,43.8360236,-73.7622033,Scenic Lookout,53e6c46a498ed3877e49633a,US,,United States,95,"['New York', 'United States']",43.835162,-73.762159,New York,Magic Fountain
22,Chamber of Commerce Building,43.8360236,-73.7622033,Mexican Restaurant,5224d85011d2010e8cf28b93,US,Schroon Lake,United States,101,"['Schroon Lake, NY', 'United States']",43.835148,-73.761829,NY,El Mexicana
23,Chamber of Commerce Building,43.8360236,-73.7622033,Pizza Place,4c6efe23d274b60c8141d50d,US,Schroon Lake,United States,162,"['1104 Main St.', 'Schroon Lake, NY 12870', 'United States']",43.83737926541783,-73.76144145362424,NY,Alpine Pizza
24,Chamber of Commerce Building,43.8360236,-73.7622033,Wine Bar,57b9fa76498e6963c06f8eca,,,,90,['New York'],43.836794,-73.761839,New York,Vine & Barley
25,Chamber of Commerce Building,43.8360236,-73.7622033,Lake,4c44e648f799e21eef82aea2,US,Schroon Lake,United States,311,"['Schroon Lake, NY 12870', 'United States']",43.835005358528754,-73.76581877332961,NY,Schroon Lake
26,Chamber of Commerce Building,43.8360236,-73.7622033,Supermarket,4c5d8bb494fd0f4757a5cb45,US,Schroon Lake,United States,173,"['1103 US Route 9', 'Schroon Lake, NY 12870', 'United States']",43.83757462596216,-73.76202412280807,NY,Tops Friendly Markets
27,Chamber of Commerce Building,43.8360236,-73.7622033,Hotel,4b769dc7f964a520a4542ee3,US,Schroon Lake,United States,162,"['1027 US Rt. 9', 'Schroon Lake, NY 12870', 'United States']",43.83525546863751,-73.76392449573959,NY,Word Of Life Inn & Family Lodge
28,Chamber of Commerce Building,43.8360236,-73.7622033,Bank,505899005d24dabaa9bc630b,US,Schroon Lake,United States,176,"['1103 US Route 9', 'Schroon Lake, NY 12870', 'United States']",43.8375,-73.7614,NY,Coinstar
29,Chamber of Commerce Building,43.8360236,-73.7622033,Motel,59983b78aa6c9556c7420d0b,US,Schroon Lake,United States,121,"['1051 U.S. 9', 'Schroon Lake, NY 12870', 'United States']",43.83495,-73.7625,NY,Adirondack Inn
0,Chrysler Building,40.75160275,-73.9753440635221,Neighborhood,4ca4e519a6e08cfa884d6c94,US,New York,United States,980,"['New York, NY 10001', 'United States']",40.74587231167153,-73.98417084713711,NY,Midtown Manhattan
1,Chrysler Building,40.75160275,-73.9753440635221,Building,42ffdb00f964a520f5261fe3,US,New York,United States,22,"['405 Lexington Ave (at E 42nd St)', 'New York, NY 10174', 'United States']",40.75163472788106,-73.97560216331394,NY,Chrysler Building
2,Chrysler Building,40.75160275,-73.9753440635221,Train Station,42829c80f964a5206a221fe3,US,New York,United States,198,"['87 E 42nd St (btwn Vanderbilt & Park Ave)', 'New York, NY 10017', 'United States']",40.752747544130976,-73.97715178612795,NY,Grand Central Terminal
3,Chrysler Building,40.75160275,-73.9753440635221,Office,55b69ff2498ed0928ab3dd65,US,New York,United States,0,"['405 Lexington Ave', 'New York, NY 10174', 'United States']",40.75160542718106,-73.97533644913446,NY,InterMedia Partners
4,Chrysler Building,40.75160275,-73.9753440635221,Gourmet Shop,4a60c306f964a52028c11fe3,US,New York,United States,101,"['105 E 42nd St', 'New York, NY 10017', 'United States']",40.75232059237988,-73.97608637809753,NY,Grand Central Market
5,Chrysler Building,40.75160275,-73.9753440635221,Dentist's Office,4eb96a92d3e3644ca7e52de4,US,New York,United States,19,"['Chrysler Bldg, 405 Lexington Ave, New York, NY 10174-0002', 'New York, NY 10174-0002', 'United States']",40.75146690674214,-73.97549885468253,NY,Formoso Dental PC
6,Chrysler Building,40.75160275,-73.9753440635221,Dentist's Office,55eedd4a498e45100fccea67,US,New York,United States,29,"['405 Lexington Ave #6900', 'New York, NY 10174', 'United States']",40.751699,-73.975665,NY,Studio Smiles
7,Chrysler Building,40.75160275,-73.9753440635221,Bookstore,4dc938662271353fc8edd4be,US,New York,United States,13,"['150 42nd St. (Lexington and Third)', 'New York, NY', 'United States']",40.7515,-73.975437,NY,ION Television Newsstand
8,Chrysler Building,40.75160275,-73.9753440635221,Office,4bbe0012593fef3bb8210456,US,New York,United States,26,"['405 Lexington Ave (42nd Street)', 'New York, NY 10174', 'United States']",40.75160045288145,-73.97566406015805,NY,NCC Media
9,Chrysler Building,40.75160275,-73.9753440635221,Deli / Bodega,4b8846c4f964a52019ec31e3,US,New York,United States,28,"['405 Lexington Ave (42nd Street)', 'New York, NY 10174', 'United States']",40.75165997202909,-73.97567244345255,NY,Lexler Deli
10,Chrysler Building,40.75160275,-73.9753440635221,Dry Cleaner,58cacf6c65e7c703dc9eac01,US,New York,United States,22,"['New York, NY', 'United States']",40.751652,-73.975604,NY,Chrysler Cleaners
11,Chrysler Building,40.75160275,-73.9753440635221,Office,4dbff3784b2221ec2d650eda,US,New York,United States,24,"['405 Lexington Ave (42nd Street)', 'New York, NY 10174', 'United States']",40.751789354407805,-73.97549885468251,NY,Page Personnel
12,Chrysler Building,40.75160275,-73.9753440635221,Building,4af318f0f964a5209fea21e3,US,New York,United States,132,"['420 Lexington Ave (at 43rd St.)', 'New York, NY 10170', 'United States']",40.752701,-73.975948,NY,Graybar Building
13,Chrysler Building,40.75160275,-73.9753440635221,Dentist's Office,4cf5c54711e76a3152d6aa3b,US,New York,United States,652,"['35 E 35th St', 'New York, NY 10174', 'United States']",40.748248,-73.981691,NY,Nina Kumar DDS
14,Chrysler Building,40.75160275,-73.9753440635221,Salon / Barbershop,4c1f944c8b3aa593f6aa9d5f,US,New York,United States,21,"['405 Lexington Ave', 'New York, NY 10174', 'United States']",40.75169851125051,-73.97556413997283,NY,Midtown Barbers
15,Chrysler Building,40.75160275,-73.9753440635221,Office,515c4fd6e4b03b2d8a123c79,US,New York,United States,96,"['New York, NY', 'United States']",40.75245950241258,-73.97517744969672,NY,Dr. Cynthia Fazekas
16,Chrysler Building,40.75160275,-73.9753440635221,Coffee Shop,4b9d9a4ef964a520edb536e3,US,New York,United States,62,"['425 Lexington Ave', 'New York, NY 10017', 'United States']",40.7521661695701,-73.97538900375366,NY,Starbucks
17,Chrysler Building,40.75160275,-73.9753440635221,Office,4b6c3f25f964a5208f2b2ce3,US,New York,United States,23,"['405 Lexington Ave Fl 19 (Btwn 42nd and 43rd Street)', 'New York, NY 10174', 'United States']",40.751547462746856,-73.97561667411121,NY,Creative Artists Agency (CAA)
18,Chrysler Building,40.75160275,-73.9753440635221,Dentist's Office,4c1126496b7e2d7fa0c82835,US,New York,United States,24,"['405 Lexington Ave Fl 69', 'New York, NY 10174', 'United States']",40.75140056666666,-73.975446,NY,Chrysler Center Tower Dental Suite Associates
19,Chrysler Building,40.75160275,-73.9753440635221,Tech Startup,5b182e62febf31002b6dc9ba,US,New York,United States,20,"['405 Lexington Ave', 'New York, NY 10174', 'United States']",40.751627,-73.975589,NY,Lead Edge Capital
20,Chrysler Building,40.75160275,-73.9753440635221,Shoe Store,4bb537d66edc76b0d0752f1c,US,New York,United States,96,"['150 E 42nd St', 'New York, NY 10017', 'United States']",40.75075486950991,-73.9751291809581,NY,Foot Locker
21,Chrysler Building,40.75160275,-73.9753440635221,Jewelry Store,4d7031bc3a6cf04d1cd56a79,US,New York,United States,25,"['85 Grand Central Terminal', 'New York, NY 10017', 'United States']",40.751504156290544,-73.97561364204734,NY,La Crasia/Suelle
22,Chrysler Building,40.75160275,-73.9753440635221,Bank,4b86f521f964a5201fa831e3,US,New York,United States,32,"['405 Lexington Ave', 'New York, NY 10174', 'United States']",40.7518314,-73.9755887,NY,Chase Bank
23,Chrysler Building,40.75160275,-73.9753440635221,Church,4b7c2748f964a5207f802fe3,US,New York,United States,80,"['143 E 43rd St (btwn Lexington & 3rd Ave)', 'New York, NY 10017', 'United States']",40.75181632829471,-73.9744317015806,NY,Church of Saint Agnes
24,Chrysler Building,40.75160275,-73.9753440635221,Office,4cb4dbb03abd9c74de34562f,US,New York,United States,12,"['405 Lexington Ave Rm 1400 (at E 43rd St)', 'New York, NY 10174', 'United States']",40.75171333058937,-73.9753553703802,NY,Blank Rome LLP
25,Chrysler Building,40.75160275,-73.9753440635221,Coffee Shop,536fe442498e193806dedd8f,US,New York,United States,45,"['89 E 42nd St (at Lexington Ave)', 'New York, NY 10017', 'United States']",40.752003849415665,-73.97541546246676,NY,Cafe Grumpy
26,Chrysler Building,40.75160275,-73.9753440635221,Office,58935b3218384c31776e1dea,US,New York,United States,4,"['405 Lexington Ave Fl 28 (Between 42nd & 43rd Streets)', 'New York, NY 10174', 'United States']",40.751582,-73.975383,NY,Clune Construction Company
27,Chrysler Building,40.75160275,-73.9753440635221,Office,4d63da9003e2721ecb9f122f,US,,United States,107,"['New York', 'United States']",40.75072707631425,-73.97479531424737,New York,150 East 42nd St
28,Chrysler Building,40.75160275,-73.9753440635221,Pharmacy,4adf4335f964a520df7821e3,US,New York,United States,96,"['122 E 42nd St (at Lexington Ave)', 'New York, NY 10168', 'United States']",40.751318869612916,-73.97642701864243,NY,Duane Reade
29,Chrysler Building,40.75160275,-73.9753440635221,Women's Store,4f8065b8e4b05766b19262fc,US,New York,United States,74,"['150 E 42nd St (Lexington Ave)', 'New York, NY 10017', 'United States']",40.7511429,-73.9759808,NY,LOFT
0,Conference House,40.50313165,-74.2532213845551,Park,4b4a36faf964a520157f26e3,US,Staten Island,United States,132,"['7455 Hylan Blvd', 'Staten Island, NY 10307', 'United States']",40.502662275718386,-74.251779643044,NY,Conference House Park
1,Conference House,40.50313165,-74.2532213845551,Beach,4f414285e4b0e5bc133c5ed8,US,,United States,286,"['New York', 'United States']",40.501256219497115,-74.25090854088201,New York,Conference House Park Beach
2,Conference House,40.50313165,-74.2532213845551,Office,4f747827e4b04d68f09b3f01,US,Staten Island,United States,190,"['7303 Amboy Rd, Staten Island, NY 10307', 'Staten Island, NY 10307', 'United States']",40.502657471333606,-74.25106327643739,NY,Harris Fishbein C. P. A
3,Conference House,40.50313165,-74.2532213845551,Beach,4dc59cc8fa76d685cde5af89,US,Staten Island,United States,845,"['Massachusetts St', 'Staten Island, NY 10307', 'United States']",40.499003983893424,-74.24483363421396,NY,The South Pole
4,Conference House,40.50313165,-74.2532213845551,,4ef3c3c2e300e92b9f3f44c8,US,Staten Island,United States,329,"['Staten Island, NY 10307', 'United States']",40.50067269559707,-74.25106327643739,NY,Chateau Albanese
5,Conference House,40.50313165,-74.2532213845551,Diner,4e5ba4487d8b966a15e501a2,US,Perth Amboy,United States,831,"['711-727 County Road 611', 'Perth Amboy, NY 08861', 'United States']",40.5098592656523,-74.24896000787494,NY,State Street Diner
6,Conference House,40.50313165,-74.2532213845551,School,4ef0d51ab63454a9fe03b506,US,Staten Island,United States,990,"['Staten Island, NY 10307', 'United States']",40.50845753045723,-74.24384214446613,NY,IS 34
7,Conference House,40.50313165,-74.2532213845551,,4f1cd942e4b03543a2c32d1a,US,Staten Island,United States,508,"['Staten Island, NY 10307', 'United States']",40.502547,-74.247261,NY,The Bail Arge Inn
8,Conference House,40.50313165,-74.2532213845551,Medical Center,5318c66d498e0008a6a6b193,US,Staten Island,United States,870,"['7001 Amboy Rd', 'Staten Island, NY 10307', 'United States']",40.5070853,-74.2443436,NY,Medpro Medical Testing Center
9,Conference House,40.50313165,-74.2532213845551,Automotive Shop,4e1da3ab14955b99c4185daf,US,Staten Island,United States,844,"['28 Sylvia St', 'Staten Island, NY 10312', 'United States']",40.50995573115644,-74.24887404270561,NY,Gemini Auto Repairs
10,Conference House,40.50313165,-74.2532213845551,Temple,4bc25f0c74a9a5938b43d3f6,US,,United States,855,"['main st', 'NY 10308', 'United States']",40.509335235877224,-74.24726362107145,New York,Hugenot Masonic Lodge
11,Conference House,40.50313165,-74.2532213845551,Temple,4f0e2bbde4b040d48294b1b5,US,Staten Island,United States,834,"['Staten Island, NY 10307', 'United States']",40.50928,-74.247576,NY,Masonic Temple Main Street
12,Conference House,40.50313165,-74.2532213845551,Temple,523398a711d2a776eea71d2c,US,Staten Island,United States,665,"['Staten Island, NY', 'United States']",40.50829521235788,-74.24925228914861,NY,Temple Ahavath Israel
13,Conference House,40.50313165,-74.2532213845551,Bath House,539ddfd1498eae48dd990d70,US,Tottenville,United States,393,"['Tottenville, NY', 'United States']",40.502193,-74.248738,NY,TLC Poolside Bar
14,Conference House,40.50313165,-74.2532213845551,Pool,4fc3c036e4b008d93b9f8a04,US,Staten Island,United States,519,"['Staten Island, NY 10307', 'United States']",40.50685552748769,-74.24951591499509,NY,The Pool
15,Conference House,40.50313165,-74.2532213845551,,4ddaf8508877102e8a84705c,US,Staten Island,United States,565,"['Staten Island, NY 10307', 'United States']",40.507977,-74.251202,NY,Hell
16,Conference House,40.50313165,-74.2532213845551,Thrift / Vintage Store,4ca4de7d7f84224b7111d158,US,Staten Island,United States,866,"['223 Main St', 'Staten Island, NY', 'United States']",40.509457,-74.247252,NY,thrift shop
17,Conference House,40.50313165,-74.2532213845551,Cemetery,4e4d4c408877d762630c498e,US,,United States,828,"['New York', 'United States']",40.5098311,-74.24896391,New York,St. James Cemetary
18,Conference House,40.50313165,-74.2532213845551,Event Space,508c2ef9e4b09ddc7eb63965,US,Staten Island,United States,959,"['7485 Amboy Rd', 'Staten Island, NY 10307', 'United States']",40.509492,-74.245565,NY,"La ""Tea"" da"
19,Conference House,40.50313165,-74.2532213845551,Deli / Bodega,4d05073c28926ea87fa46ec2,US,Staten Island,United States,840,"['Main Street', 'Staten Island, NY 10307', 'United States']",40.50895762978238,-74.24690829481744,NY,Main Street Deli And Grocery
20,Conference House,40.50313165,-74.2532213845551,Park,4ec0050529c25ce5a2149f2b,US,Staten Island,United States,787,"['Hopping Avenue, Tottenville', 'Staten Island, NY 10307', 'United States']",40.510193844206434,-74.25270795822144,NY,Tottenville Shore Park
21,Conference House,40.50313165,-74.2532213845551,Mexican Restaurant,599caee17564f7406e111717,US,Staten Island,United States,854,"['7528 Amboy Rd (Main Street)', 'Staten Island, NY 10307', 'United States']",40.508984,-74.24668,NY,Don Cesar Mexican
22,Conference House,40.50313165,-74.2532213845551,Rock Club,4c8bf344509e370498e32e55,US,Staten Island,United States,924,"['384 Yetman Ave', 'Staten Island, NY 10307', 'United States']",40.50407586,-74.2423713,NY,D'Orio Studios
23,Conference House,40.50313165,-74.2532213845551,Pool,51d8565e498e5972a34ad91c,US,Staten Island,United States,980,"['Staten Island, NY', 'United States']",40.511695861816406,-74.25051879882812,NY,The Pool
24,Conference House,40.50313165,-74.2532213845551,Harbor / Marina,4b92e7c9f964a520e92534e3,US,Perth Amboy,United States,967,"['160 Water St', 'Perth Amboy, NJ 08861', 'United States']",40.50262663658346,-74.26462782383796,NJ,Raritan Yacht Club
25,Conference House,40.50313165,-74.2532213845551,American Restaurant,4e3472127d8b0c62b2ca0259,US,,United States,1081,"['New York', 'United States']",40.507598876953125,-74.24187469482422,New York,Coral Bay Cafe
26,Conference House,40.50313165,-74.2532213845551,Mexican Restaurant,4e36dad8fa7656ba317f2c0c,US,Staten Island,United States,943,"['167 Main St', 'Staten Island, NY 10307', 'United States']",40.51079559326172,-74.24846649169922,NY,Taqueria Oaxaca
27,Conference House,40.50313165,-74.2532213845551,Dance Studio,4cc5f2d73d7fa1cdbfa7b45f,US,Staten Island,United States,980,"['Staten Island, NY 10307', 'United States']",40.51124725257822,-74.24872503631647,NY,Gigante Dance Center
28,Conference House,40.50313165,-74.2532213845551,Italian Restaurant,51f84e9f498ea1f79e11e367,US,Staten Island,United States,985,"['89 Page Avenue', 'Staten Island, NY', 'United States']",40.503743,-74.241606,NY,Zio Toto
29,Conference House,40.50313165,-74.2532213845551,Health & Beauty Service,5626afcf498effd0146e5de2,US,Staten Island,United States,997,"['392 Brighton St', 'Staten Island, NY 10307', 'United States']",40.500086521085194,-74.24213469028473,NY,Makeup By Christina
0,Daily News Building,40.74975355,-73.9732126304078,Office,4a3953aff964a5205a9f1fe3,US,New York,United States,4,"['220 E 42nd St Fl 9 (btwn 2nd & 3rd Ave)', 'New York, NY 10017', 'United States']",40.74972258405844,-73.9732550383269,NY,PHD Media
1,Daily News Building,40.74975355,-73.9732126304078,Embassy / Consulate,4b757e85f964a520bf0f2ee3,US,New York,United States,49,"['225 E 41st St (btwn 2nd & 3rd Aves.)', 'New York, NY 10017', 'United States']",40.74955701590456,-73.97373402447515,NY,Consulate General of Brazil in New York
2,Daily News Building,40.74975355,-73.9732126304078,Office,4a424ceff964a520b6a51fe3,US,New York,United States,29,"['220 E 42nd St', 'New York, NY 10017', 'United States']",40.74987492937615,-73.97290464197715,NY,WPIX-TV NY
3,Daily News Building,40.74975355,-73.9732126304078,Office,4afd7f51f964a520232822e3,US,New York,United States,50,"['220 E 42nd st (Between 2nd & 3rd Aves.)', 'New York, NY 10017', 'United States']",40.7500879024114,-73.9728002510755,NY,FleishmanHillard New York
4,Daily News Building,40.74975355,-73.9732126304078,Office,4ab96c6ef964a5204f7f20e3,US,New York,United States,52,"['235 E 42nd St (btwn 2nd & 3rd Ave.)', 'New York, NY 10017', 'United States']",40.75010447316473,-73.9727968949983,NY,Pfizer
5,Daily News Building,40.74975355,-73.9732126304078,Residential Building (Apartment / Condo),4a882030f964a5203c0520e3,US,New York,United States,64,"['235 E 40th St', 'New York, NY 10016', 'United States']",40.74931050707791,-73.97370317443601,NY,The Vanderbilt Building
6,Daily News Building,40.74975355,-73.9732126304078,Office,52027d95498e7b9283f8cbd3,US,New York,United States,61,"['220 East 42 Street (3rd Avenue)', 'New York, NY 10017', 'United States']",40.750217986884685,-73.97361059270312,NY,CDM New York
7,Daily News Building,40.74975355,-73.9732126304078,Office,4bb39f2342959c74ff34222c,US,New York,United States,67,"['220 E 42nd St (btwn 2nd & 3rd Ave)', 'New York, NY 10017', 'United States']",40.750317480402295,-73.97351537281864,NY,The Daily News Building
8,Daily News Building,40.74975355,-73.9732126304078,Advertising Agency,531dd320498edf467db39604,US,New York,United States,20,"['220 E 42nd St (42nd and 2nd)', 'New York, NY 10017', 'United States']",40.74974322366121,-73.97345562813142,NY,Unified / Wildtype Creative
9,Daily News Building,40.74975355,-73.9732126304078,Other Great Outdoors,4d6e37a2134ea14397588c1a,US,New York,United States,153,"['E. 42nd St (3rd Ave)', 'New York, NY', 'United States']",40.750784352395556,-73.974425589508,NY,42nd St & 3rd Ave
10,Daily News Building,40.74975355,-73.9732126304078,Bus Stop,4bb4f10eb1edef3b7b562cdd,US,New York,United States,59,"['2nd Ave (btwn E 41st & E 42nd St)', 'New York, NY 10017', 'United States']",40.74959782183326,-73.97253513336182,NY,MTA Bus - 2 Av & E 42 St (M15/M15-SBS)
11,Daily News Building,40.74975355,-73.9732126304078,Office,4a730e9ef964a5207edb1fe3,US,New York,United States,40,"['220 E 42nd St (btw 2nd & 3rd Ave)', 'New York, NY 10017', 'United States']",40.750085490425846,-73.9734148979187,NY,Daily Planet
12,Daily News Building,40.74975355,-73.9732126304078,Hotel,50451c40e4b074fa44ebca7a,US,New York,United States,92,"['212 E 42nd St', 'New York, NY 10017', 'United States']",40.75036768654986,-73.97394531499714,NY,The Westin New York Grand Central
13,Daily News Building,40.74975355,-73.9732126304078,Library,5012b05fe889cf0567e6732c,US,New York,United States,49,"['220 East 42nd St., 24th Flr. (btwn 2nd Ave. & 3rd Ave.)', 'New York, NY 10017', 'United States']",40.75005297929761,-73.97277116775511,NY,United Nations Map Library
14,Daily News Building,40.74975355,-73.9732126304078,Lawyer,5a5e6129628c8346e7476cc4,US,New York,United States,25,"['220 E 42nd St', 'New York, NY 10017', 'United States']",40.749974,-73.973114,NY,Starr Associates
15,Daily News Building,40.74975355,-73.9732126304078,Wine Shop,4aff64baf964a5201e3822e3,US,New York,United States,65,"['300 E. 42nd St. (btwn 41st and 42nd St.)', 'New York, NY 10017', 'United States']",40.74964970205939,-73.97245112613605,NY,Sussex Wine & Spirit
16,Daily News Building,40.74975355,-73.9732126304078,Travel Agency,580043c138fa5124636a03e3,US,New York,United States,25,"['220 E 42nd St', 'New York, NY 10017', 'United States']",40.749937,-73.973038,NY,Virtuoso
17,Daily News Building,40.74975355,-73.9732126304078,Non-Profit,59dbee59a2c00b115c2d11f5,US,New York,United States,46,"['220 E 42nd St', 'New York, NY 10017', 'United States']",40.75017,-73.973142,NY,American Jewish Joint Distribution Committee
18,Daily News Building,40.74975355,-73.9732126304078,Pizza Place,50f9918de4b06a4e33f7bc7b,US,New York,United States,123,"['801 2nd Ave (E. 42nd St.)', 'New York, NY 10017', 'United States']",40.75028472783832,-73.97193065189576,NY,Patsy's Pizzeria
19,Daily News Building,40.74975355,-73.9732126304078,Event Space,4df9eb8a6284226247b49bf9,US,New York,United States,161,"['2nd Ave (42nd St)', 'New York, NY 10017', 'United States']",40.749321077945545,-73.97138942192126,NY,PIX Plaza
20,Daily News Building,40.74975355,-73.9732126304078,Spa,4c9e2d2dd3c2b60cd480c8bc,US,New York,United States,45,"['240 E 41st St (2nd Avenue)', 'New York, NY 10017', 'United States']",40.74938694392044,-73.97345109698927,NY,Lily On Nails & Spa
21,Daily News Building,40.74975355,-73.9732126304078,Office,4b962d5bf964a52079bf34e3,US,New York,United States,71,"['220 East 42nd Street', 'New York, NY', 'United States']",40.75030462716566,-73.97364553779117,NY,WPIX
22,Daily News Building,40.74975355,-73.9732126304078,Coffee Shop,4b45ece0f964a520651226e3,US,New York,United States,47,"['220 E 42nd St (at 2nd Ave)', 'New York, NY 10017', 'United States']",40.74999880823681,-73.97275223074156,NY,Starbucks
23,Daily News Building,40.74975355,-73.9732126304078,Advertising Agency,57c89c8a498e011ea7922b77,US,New York,United States,36,"['220 E. 42nd st', 'New York, NY 10017', 'United States']",40.749989,-73.972915,NY,RAPP
24,Daily News Building,40.74975355,-73.9732126304078,Chinese Restaurant,5a3019a0a35dce6b06692429,US,New York,United States,26,"['220 E 42nd St (b/t 3rd Ave & 2nd Ave)', 'New York, NY 10017', 'United States']",40.7499506,-73.9730373,NY,Yaso Tangbao
25,Daily News Building,40.74975355,-73.9732126304078,Nail Salon,535abb26498e1cccc7b8c9c0,US,New York,United States,42,"['240 E 41st St', 'New York, NY 10017', 'United States']",40.74941772101881,-73.97344673216777,NY,Hana Nails & Spa
26,Daily News Building,40.74975355,-73.9732126304078,Roof Deck,5b7c9f26ba57b4002c48991d,US,New York,United States,33,"['New York, NY 10017', 'United States']",40.749719,-73.973607,NY,TLGG NY Rooftop
27,Daily News Building,40.74975355,-73.9732126304078,Deli / Bodega,5b55d92bb5cb76002c7a013c,US,New York,United States,63,"['767 2nd Avenue (42nd Street)', 'New York, NY 10017', 'United States']",40.749378,-73.972652,NY,Pleroma
28,Daily News Building,40.74975355,-73.9732126304078,Residential Building (Apartment / Condo),51259c45e4b02683350694eb,US,New York,United States,36,"['235 E 40th St (Btw 2nd & 3rd)', 'New York, NY 10016', 'United States']",40.74989073902654,-73.97360485327677,NY,The Vanderbilt
29,Daily News Building,40.74975355,-73.9732126304078,Office,4b8411c4f964a520bd1e31e3,US,New York,United States,49,"['220 E 42nd St. (btwn 2nd & 3rd Ave.)', 'New York, NY 10016', 'United States']",40.75019074748708,-73.97330640287038,NY,"Cline, Davis, and Mann"
0,Dyckman House,40.8603115,-73.9229580251022,Residential Building (Apartment / Condo),4e43301b628485fd4c51a9d9,US,New York,United States,51,"['3736 10th Ave', 'New York, NY 10034', 'United States']",40.86045563589471,-73.92237367623007,NY,3736 tenth ave Dyckman projects
1,Dyckman House,40.8603115,-73.9229580251022,Neighborhood,5314f267e4b0e72a36df64de,US,New York,United States,617,"['New York, NY', 'United States']",40.857697393771794,-73.92942343129263,NY,Fort George
2,Dyckman House,40.8603115,-73.9229580251022,Non-Profit,5075adafe4b0e8c7ba8d624e,US,New York,United States,31,"['3754 10th Ave (btwn Dyckman St. & 10th Ave)', 'New York, NY 10034', 'United States']",40.86059631958096,-73.92292499542236,NY,City Harvest Mobile Market - Washington Heights
